Scene id,Score
0,0.6
1,0.4
2,0.8
3,0.6
4,0.6
5,0.8
6,0.2
7,0.6
8,0.6
9,0.6
10,0.4
11,0.4
12,0.4
13,0.4
14,0.6
15,0.6
16,0.8
17,0.6
18,0.8
19,0.6
20,0.8
21,0.8
22,0.6
23,0.6
24,0.6
25,0.8
26,0.8
27,0.6
28,0.6
29,0.4
